DataStatus,UniqueID,DWR_REVISE,SYMB_CLASS,MULTIUSE,CLASS1,SUBCLASS1,SPECOND1,IRR_TYP1PA,IRR_TYP1PB,PCNT1,CLASS2,SUBCLASS2,SPECOND2,IRR_TYP2PA,IRR_TYP2PB,PCNT2,CLASS3,SUBCLASS3,SPECOND3,IRR_TYP3PA,IRR_TYP3PB,PCNT3,CLASS4,SUBCLASS4,SPECOND4,IRR_TYP4PA,IRR_TYP4PB,PCNT4,UCF_ATT,YR_PLANTED,SEN_CROP,ADOY_SEN,CROPTYP1,CTYP1_NOTE,ADOY1,CROPTYP2,CTYP2_NOTE,ADOY2,CROPTYP3,CTYP3_NOTE,ADOY3,CROPTYP4,CTYP4_NOTE,ADOY4,EMRG_CROP,ADOY_EMRG,REGION,ACRES,COUNTY,HYDRO_RGN,LIQ_REPORT,MAIN_CROP,MAIN_CROP_DATE,Shape_Length,Shape_Area
Final,3200011,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,72.14740606,Plumas,Sacramento River,P3   **** **** ****,P4,,0.02229767,3.07036E-05
Final,3200010,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,172.1874241,Plumas,Sacramento River,P4   **** **** ****,P4,,0.034474825,7.36304E-05
Final,3200009,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,19.38268327,Plumas,Sacramento River,P4   **** **** ****,P4,,0.012213055,8.28988E-06
Final,3200008,,P,S,**,**,*,*,*,**, P,1,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 1***00******************,,****,,****,****,,P1,****,,****,****,,****,****,,****,,NRO,34.12602368,Plumas,Sacramento River,P1   **** **** ****,P1,,0.01516527,1.45288E-05
Final,3200371,,P,S,**,**,*,*,*,**, P,1,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 1***00******************,,****,,****,****,,P1,****,,****,****,,****,****,,****,,NRO,193.2902572,Plumas,Sacramento River,P1   **** **** ****,P1,,0.032568653,8.228E-05
Final,3200006,,P,S,**,**,*,*,*,**, P,1,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 1***00******************,,****,,****,****,,P1,****,,****,****,,****,****,,****,,NRO,78.31432855,Plumas,Sacramento River,P1   **** **** ****,P1,,0.024654495,3.33063E-05
Final,3200005,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,14.71625597,Plumas,Sacramento River,P4   **** **** ****,P4,,0.011348829,6.2636E-06
Final,3200004,,P,S,**,**,*,*,*,**, P,3,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 3***00******************,,****,,****,****,,P3,****,,****,****,,****,****,,****,,NRO,217.1868932,Plumas,Sacramento River,P3   **** **** ****,P3,,0.034493343,9.2317E-05
Final,3200003,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,1.76178956,Plumas,Sacramento River,P3   **** **** ****,P4,,0.003911318,7.53063E-07
Final,3200002,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,20.69453317,Plumas,Sacramento River,P4   **** **** ****,P4,,0.018442546,8.84723E-06
Final,3200001,,P,S,**,**,*,*,*,**, P,6,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 6***00******************,,****,,****,****,,P6,****,,****,****,,****,****,,****,,NRO,8.87979733,Plumas,Sacramento River,P6   **** **** ****,P6,,0.009759306,3.77954E-06
Final,3200379,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,57.59892542,Plumas,Sacramento River,P6   **** **** ****,P4,,0.021180146,2.46145E-05
Final,3200344,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,0.70291238,Plumas,Sacramento River,P6   **** **** ****,P4,,0.002418881,2.99786E-07
Final,3200343,,P,S,**,**,*,*,*,**, P,1,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 1***00******************,,****,,****,****,,P1,****,,****,****,,****,****,,****,,NRO,122.7685889,Plumas,Sacramento River,P1   **** **** ****,P1,,0.025968913,5.22345E-05
Final,3200342,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,27.02001394,Plumas,Sacramento River,P3   **** **** ****,P4,,0.017651823,1.15247E-05
Final,3200559,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,29.09482912,Plumas,Sacramento River,P4   **** **** ****,P4,,0.019426408,1.24418E-05
Final,3200340,,I,S,**,**,*,*,*,**, I,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* I 4***00******************,,****,,****,****,,I4,****,,****,****,,****,****,,****,,NRO,44.24519032,Plumas,Sacramento River,I4   **** **** ****,I4,,0.017839614,1.88109E-05
Final,3200339,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,44.64482355,Plumas,Sacramento River,P3   **** **** ****,P4,,0.018524942,1.90818E-05
Final,3200338,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,51.49195509,Plumas,Sacramento River,P4   **** **** ****,P4,,0.01875351,2.20209E-05
Final,3200337,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,12.15451252,Plumas,Sacramento River,P4   **** **** ****,P4,,0.015852831,5.18381E-06
Final,3200335,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,5.11077394,Plumas,Sacramento River,P3   **** **** ****,P4,,0.00600958,2.1845E-06
Final,3200334,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,26.81441223,Plumas,Sacramento River,P3   **** **** ****,P4,,0.016439629,1.1466E-05
Final,3200333,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,14.08112081,Plumas,Sacramento River,P6   **** **** ****,P4,,0.014887278,6.01749E-06
Final,3200332,,P,S,**,**,*,*,*,**, P,1,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 1***00******************,,****,,****,****,,P1,****,,****,****,,****,****,,****,,NRO,125.9169342,Plumas,Sacramento River,P1   **** **** ****,P1,,0.026301929,5.35984E-05
Final,3200331,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,13.8974036,Plumas,Sacramento River,P4   **** **** ****,P4,,0.010039171,5.94255E-06
Final,3200330,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,22.91540864,Plumas,Sacramento River,P3   **** **** ****,P4,,0.017748797,9.80026E-06
Final,3200329,,G,S,**,**,*,*,*,**, G,6,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* G 6***00******************,,****,,****,****,,G6,****,,****,****,,****,****,,****,,NRO,24.95523903,Plumas,Sacramento River,G6   **** **** ****,G6,,0.013649271,1.06154E-05
Final,3200328,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,130.3847762,Plumas,Sacramento River,P3   **** **** ****,P4,,0.031791938,5.5724E-05
Final,3200327,,I,S,**,**,*,*,*,**, I,1,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* I 1***00******************,,****,,****,****,,I1,****,,****,****,,****,****,,****,,NRO,59.98304233,Plumas,Sacramento River,I1   **** **** ****,I1,,0.029348513,2.56597E-05
Final,3200326,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,11.21817916,Plumas,Sacramento River,P3   **** **** ****,P4,,0.009560173,4.77416E-06
Final,3200325,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,8.7720834,Plumas,Sacramento River,P6   **** **** ****,P4,,0.00793931,3.7504E-06
Final,3200324,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,65.9533848,Plumas,Sacramento River,P3   **** **** ****,P4,,0.021311616,2.81321E-05
Final,3200323,,P,S,**,**,*,*,*,**, P,1,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 1***00******************,,****,,****,****,,P1,****,,****,****,,****,****,,****,,NRO,135.0932992,Plumas,Sacramento River,P1   **** **** ****,P1,,0.029452525,5.75121E-05
Final,3200322,,X,S,**,**,*,*,*,**, X,**,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* X*****00******************,,****,,****,****,,X,****,,****,****,,****,****,,****,,NRO,18.92250854,Plumas,Sacramento River,X    **** **** ****,X,,0.012148481,8.08922E-06
Final,3200321,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,12.7954494,Plumas,Sacramento River,P4   **** **** ****,P4,,0.014924625,5.46725E-06
Final,3200320,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,13.51276387,Plumas,Sacramento River,P3   **** **** ****,P4,,0.009746012,5.77725E-06
Final,3200319,,I,S,**,**,*,*,*,**, I,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* I 4***00******************,,****,,****,****,,I4,****,,****,****,,****,****,,****,,NRO,43.5731661,Plumas,Sacramento River,I4   **** **** ****,I4,,0.017697208,1.85252E-05
Final,3200318,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,10.59817765,Plumas,Sacramento River,P3   **** **** ****,P4,,0.009290854,4.51889E-06
Final,3200317,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,41.85446653,Plumas,Sacramento River,P3   **** **** ****,P4,,0.019145266,1.78899E-05
Final,3200316,,G,S,**,**,*,*,*,**, G,6,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* G 6***00******************,,****,,****,****,,G6,****,,****,****,,****,****,,****,,NRO,40.15837104,Plumas,Sacramento River,G6   **** **** ****,G6,,0.016385618,1.70814E-05
Final,3200315,,P,S,**,**,*,*,*,**, P,6,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 6***00******************,,****,,****,****,,P6,****,,****,****,,****,****,,****,,NRO,33.95746267,Plumas,Sacramento River,P6   **** **** ****,P6,,0.019285456,1.4452E-05
Final,3200314,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,30.06140311,Plumas,Sacramento River,P3   **** **** ****,P4,,0.021766653,1.28497E-05
Final,3200313,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,156.8016494,Plumas,Sacramento River,P3   **** **** ****,P4,,0.034603613,6.68814E-05
Final,3200312,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,16.39368412,Plumas,Sacramento River,P4   **** **** ****,P4,,0.012060064,7.01032E-06
Final,3200311,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,5.37569408,Plumas,Sacramento River,P3   **** **** ****,P4,,0.00775636,2.29834E-06
Final,3200310,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,22.29471093,Plumas,Sacramento River,P4   **** **** ****,P4,,0.015124879,9.50977E-06
Final,3200309,,I,S,**,**,*,*,*,**, I,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* I 4***00******************,,****,,****,****,,I4,****,,****,****,,****,****,,****,,NRO,20.16145698,Plumas,Sacramento River,I4   **** **** ****,I4,,0.012598732,8.62166E-06
Final,3200308,,G,S,**,**,*,*,*,**, G,6,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* G 6***00******************,,****,,****,****,,G6,****,,****,****,,****,****,,****,,NRO,59.47084013,Plumas,Sacramento River,G6   **** **** ****,G6,,0.020473046,2.54352E-05
Final,3200307,,G,S,**,**,*,*,*,**, G,6,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* G 6***00******************,,****,,****,****,,G6,****,,****,****,,****,****,,****,,NRO,8.98274358,Plumas,Sacramento River,G6   **** **** ****,G6,,0.014316452,3.82176E-06
Final,3200306,,P,S,**,**,*,*,*,**, P,1,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 1***00******************,,****,,****,****,,P1,****,,****,****,,****,****,,****,,NRO,27.344654,Plumas,Sacramento River,P1   **** **** ****,P1,,0.013714839,1.16424E-05
Final,3200305,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,47.94418037,Plumas,Sacramento River,P3   **** **** ****,P4,,0.019129377,2.04906E-05
Final,3200304,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,8.61271881,Plumas,Sacramento River,P3   **** **** ****,P4,,0.010166671,3.66624E-06
Final,3200303,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,38.67369267,Plumas,Sacramento River,P3   **** **** ****,P4,,0.019677428,1.64408E-05
Final,3200302,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,19.04439568,Plumas,Sacramento River,P3   **** **** ****,P4,,0.027660763,8.13935E-06
Final,3200301,,X,S,**,**,*,*,*,**, X,**,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* X*****00******************,,****,,****,****,,X,****,,****,****,,****,****,,****,,NRO,7.23753059,Plumas,Sacramento River,X    **** **** ****,X,,0.009902612,3.0796E-06
Final,3200300,,P,S,**,**,*,*,*,**, P,1,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 1***00******************,,****,,****,****,,P1,****,,****,****,,****,****,,****,,NRO,128.5763216,Plumas,Sacramento River,P1   **** **** ****,P1,,0.026616003,5.47171E-05
Final,3200299,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,136.9863178,Plumas,Sacramento River,P4   **** **** ****,P4,,0.037288308,5.85637E-05
Final,3200297,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,8.58907726,Plumas,Sacramento River,P3   **** **** ****,P4,,0.008169615,3.67097E-06
Final,3200295,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,37.65402461,Plumas,Sacramento River,P3   **** **** ****,P4,,0.017417095,1.60944E-05
Final,3200294,,I,S,**,**,*,*,*,**, I,1,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* I 1***00******************,,****,,****,****,,I1,****,,****,****,,****,****,,****,,NRO,84.65368777,Plumas,Sacramento River,I1   **** **** ****,I1,,0.025145975,3.60008E-05
Final,3200293,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,135.1132641,Plumas,Sacramento River,P4   **** **** ****,P4,,0.031585154,5.76376E-05
Final,3200292,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,78.30612324,Plumas,Sacramento River,P4   **** **** ****,P4,,0.033618249,3.32981E-05
Final,3200291,,G,S,**,**,*,*,*,**, G,6,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* G 6***00******************,,****,,****,****,,G6,****,,****,****,,****,****,,****,,NRO,14.73329236,Plumas,Sacramento River,G6   **** **** ****,G6,,0.013208544,6.26726E-06
Final,3200290,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,33.11877752,Plumas,Sacramento River,P4   **** **** ****,P4,,0.015463371,1.41642E-05
Final,3200289,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,75.79411323,Plumas,Sacramento River,P3   **** **** ****,P4,,0.052354629,3.23159E-05
Final,3200288,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,36.49726008,Plumas,Sacramento River,P4   **** **** ****,P4,,0.020615554,1.5601E-05
Final,3200287,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,5.55130396,Plumas,Sacramento River,P3   **** **** ****,P4,,0.008790627,2.37286E-06
Final,3200286,,X,S,**,**,*,*,*,**, X,**,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* X*****00******************,,****,,****,****,,X,****,,****,****,,****,****,,****,,NRO,138.3479846,Plumas,Sacramento River,X    **** **** ****,X,,0.034820203,5.88072E-05
Final,3200285,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,6.93053346,Plumas,Sacramento River,P4   **** **** ****,P4,,0.007122551,2.94837E-06
Final,3200284,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,51.92238851,Plumas,Sacramento River,P4   **** **** ****,P4,,0.022890266,2.21479E-05
Final,3200283,,X,S,**,**,*,*,*,**, X,**,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* X*****00******************,,****,,****,****,,X,****,,****,****,,****,****,,****,,NRO,193.6198287,Plumas,Sacramento River,X    **** **** ****,X,,0.032596399,8.24203E-05
Final,3200282,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,23.95621989,Plumas,Sacramento River,P4   **** **** ****,P4,,0.012736396,1.01911E-05
Final,3200281,,G,S,**,**,*,*,*,**, G,6,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* G 6***00******************,,****,,****,****,,G6,****,,****,****,,****,****,,****,,NRO,24.70100285,Plumas,Sacramento River,G6   **** **** ****,G6,,0.019093732,1.05065E-05
Final,3200280,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,98.7397733,Plumas,Sacramento River,P4   **** **** ****,P4,,0.02630301,4.22184E-05
Final,3200279,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,311.027457,Plumas,Sacramento River,P4   **** **** ****,P4,,0.053246714,0.000132229
Final,3200278,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,17.39952287,Plumas,Sacramento River,P3   **** **** ****,P4,,0.012226194,7.40586E-06
Final,3200277,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,35.04186399,Plumas,Sacramento River,P3   **** **** ****,P4,,0.017685907,1.49775E-05
Final,3200276,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,85.32862127,Plumas,Sacramento River,P4   **** **** ****,P4,,0.028406789,3.64895E-05
Final,3200275,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,9.79128675,Plumas,Sacramento River,P3   **** **** ****,P4,,0.008937236,4.17559E-06
Final,3200274,,X,S,**,**,*,*,*,**, X,**,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* X*****00******************,,****,,****,****,,X,****,,****,****,,****,****,,****,,NRO,33.79692326,Plumas,Sacramento River,X    **** **** ****,X,,0.015671722,1.43761E-05
Final,3200273,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,26.81421702,Plumas,Sacramento River,P3   **** **** ****,P4,,0.01412016,1.14349E-05
Final,3200272,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,15.32111254,Plumas,Sacramento River,P4   **** **** ****,P4,,0.010823135,6.55033E-06
Final,3200271,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,37.50856697,Plumas,Sacramento River,P3   **** **** ****,P4,,0.017657223,1.60292E-05
Final,3200270,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,17.84204951,Plumas,Sacramento River,P3   **** **** ****,P4,,0.012315972,7.59423E-06
Final,3200269,,G,S,**,**,*,*,*,**, G,6,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* G 6***00******************,,****,,****,****,,G6,****,,****,****,,****,****,,****,,NRO,120.5498178,Plumas,Sacramento River,G6   **** **** ****,G6,,0.025765398,5.13192E-05
Final,3200267,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,2.70817562,Plumas,Sacramento River,P3   **** **** ****,P4,,0.004339455,1.15269E-06
Final,3200266,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,37.74709019,Plumas,Sacramento River,P3   **** **** ****,P4,,0.023634845,1.61286E-05
Final,3200265,r,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,21.66366344,Plumas,Sacramento River,P3   **** **** ****,P4,,0.013601168,9.24136E-06
Final,3200264,,G,S,**,**,*,*,*,**, G,6,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* G 6***00******************,,****,,****,****,,G6,****,,****,****,,****,****,,****,,NRO,61.40222668,Plumas,Sacramento River,G6   **** **** ****,G6,,0.022502065,2.6248E-05
Final,3200263,,P,S,**,**,*,*,*,**, P,4,*,*,*,0,**,**,*,*,*,**,**,**,*,*,*,**,S********* P 4***00******************,,****,,****,****,,P4,****,,****,****,,****,****,,****,,NRO,124.9525891,Plumas,Sacramento River,P4   **** **** ****,P4,,0.046988746,5.34229E-05
